Feral Behavior
Violence
Aftermath of Torture
Protectiveness
Hurt/Comfort
Spideypool - Freeform
Superfamily
Hurt/Comfort
Wade has standards
Hurt/Comfort
Abuse
Domestic Violence
Attempted Assisted Suicide
Depression
Canon-Typical Violence
Cannibalism
Alternate Universe - Canon Divergence
Angst with a Happy Ending
Hurt/Comfort
Minor Character Death
Alternate Universe
Magic
Tattoos
Hurt/Comfort
Captivity
Feral Behavior
Canon-Typical Violence
Torture
Post-Traumatic Stress Disorder - PTSD
Bottom Derek Hale
Bottom Stiles Stilinski
Switching
Fanart
Fanart Warning: Blood
Happy Ending
Alternate Reality - Post Season 2/Disregards Season 3
Epic Friendship
Magic Curse
Hurt/Comfort
Romance
Angst
Teen Wolf Reverse Bang
Hurt/Comfort
Spark Stiles
Magic
Bonding
Magical Bond
Bank Robbery
Non-Human Stiles
Magic
Hurt/Comfort
Family Secrets
Pack Feels
Scars
Torture
Hurt/Comfort
Hurt!Merlin
Grief/Mourning
Protective!Arthur
Magic Revealed
Minor Character Death
Underage - Freeform
Panic Attacks
Anxiety
Angst
Young Derek
Deaton is the Giles
Boys Being Boys
Pining
Friendship
Slow Build
Friends to Lovers
Canonical Character Death
Time Travel
Frottage
First Kiss
Hurt/Comfort
Emotional Hurt/Comfort
Humor
Domestic
First Time
Hale Family Feels
The Hale Family
Blow Jobs
Hand Jobs
Loss of Virginity
past and future
Non-penetrative sexual activity between two underage boys
Anal Sex
Not your typical time travel fix-it fic
soul bonding
Mating Rituals
Runes
Magic
Mating
Alpha/Beta/Omega Dynamics
Omega Stiles Stilinski
Alpha Derek Hale
Blood and Gore
Hurt/Comfort
Blood and Injury
Claiming
Scent Marking
Emotional Constipation
Knotting
Outdoor Sex
Violence
POV Alternating
Alternate Universe - Werewolf
Alternate Universe - No Hale Fire
Mpreg
Temporary Muteness
Fluff and Angst
Post Movie
Vulcans
Genius!Kirk
Genius!Spock
Awesome!Crew
Protective!Spock
Novel
Hurt/Comfort
Emotional Hurt/Comfort
Angst
Humor
Angst and Humor
Mind Meld
Christmas fic
Hale Family Memories
Alone for the Holidays
Make-Your-Own Family
Secret Santa
Pack Mom Stiles Stilinski
Feels
Hurt/Comfort
Alternate Universe - Slavery
Ownership
Tattoos
Collars
Canon-Typical Violence
Past Abuse
Past Character Death
Implied Torture
Implied Underage
Minor Character Death
Possessive Behavior
Scenting
Hunting
Hurt/Comfort
Frottage
Claiming
Explicit Sexual Content
Disability
Depression
Suicide Attempt
Minor Character Death
AU
Hurt/Comfort
Car Accidents
Community: deancasbigbang
Mpreg
Kid Fic
Angst
Hurt/Comfort
Rape/Non-con Elements
Magic Made Them Do It
pre-season 3
Permanent Injury
Attempted Abortion
Adoption
Magic
Witches
Suicidal Thoughts
Depression
Slow Build
SUPER SLOW BUILD
Angst with a Happy Ending
Pack Dynamics
Pack Politics
Mild Fluff
Minor Character Death
Jossed
Body Horror
Pregnancy Time Skip
sterek
Post Season 2
injured!Stiles
mute!Stiles
damaged!Derek
Comforting!Derek
Angst
Hurt/Comfort
no sex (sorry)
Slow Burn
Dark
Aphasia
Adoption
Mentorship
Magical Theory
Severitus-inspired
Self-Harm
Disability
Canon Disabled Character
Blindness
Angst
Hurt/Comfort
Emotional Hurt/Comfort
Adopted Harry
Adopted Draco
Harry and Draco are brothers
Ron is a berk but not forever
Hermione thinks she knows everything
Harry has dark powers / deep powers
There's more to Remus than we realized
Lucius is horrible and that's putting it mildly
Severus saves Harry
Harry blabs a lot when he's recovering from severe medical trauma
Draco has an impulse control problem
Complicated Plot
Harry gets a pet snake
Severus Snape Adopts Harry Potter
Wandless Magic
Loss of Powers
loss of magic
Parseltongue
Good Severus Snape
Mentor Severus Snape
Severus Snape Has a Heart
Severus Snape Adopts Draco Malfoy
seer dreams
Warning -- the comments can contain massive spoilers so proceed with caution!
Slow Build
Hurt/Comfort
Interspecies
Family
Courtship
Dwarf Culture
Hobbit Culture
Protectiveness
Alternate Universe - Everyone Lives/Nobody Dies
Alternate Universe - Canon Divergence
Episode Related
Episode: s04e07 The Secret Sharer
Action/Adventure
Magic Revealed
Angst
Hurt/Comfort
Dragons
Baby Dragon
Destiny
Arthur Finds Out
BAMF Arthur
Season/Series 04
Hurt Merlin
Canon Era
Alternate Universe - Modern Setting
Alternate Universe - Teenagers
Alternate Universe - High School
Romance
Best Friends
First Love
First Kiss
Slow Build
High School
Minor Violence
Bullying
Homophobia
Homophobic Language
References to Homophobia
Emotional Hurt/Comfort
Protective Dean Winchester
Minor Canonical Character(s)
Destiel - Freeform
Texas
Big Bang Challenge
Community: deancasbigbang
Dean/Cas Big Bang Challenge
Dean/Cas Big Bang Challenge 2010
Wordcount: 30.000-50.000
Slow Burn
Slow Build Castiel/Dean Winchester
Coming Out
Fluff and Angst
Romantic Fluff
Teenage Castiel/Teenage Dean Winchester
Teen Romance
Teen Castiel (Supernatural)
Teen Dean Winchester
No Sex
Dean Winchester and Sam Winchester are Raised Separately
Mary Winchester Lives
Divorced John Winchester/Mary Winchester
Grief/Mourning
Novella
Artist Castiel (Supernatural)
Nerd Castiel (Supernatural)
Good Older Sibling Michael (Supernatural)
Grieving Castiel (Supernatural)
Jock Dean Winchester
Pre-Slash
Kid Fic
Soulmates
Fluff and Angst
Canonical Character Death
Triggers
5+1 Things
Canon-Typical Violence
Hurt/Comfort
Translation Available
Star Trek: Into Darkness Spoilers
Falling In Love
Hot Tub
Motorcycles
Chess
Domestic Bliss
Cooking
Popcorn
Vulcan Kisses
