
miraculous ladybug, chlonette, hurt/comfort, marinette dupain cheng, chloe bourgeois, Chloe redemption
love, thoughts, hurt/comfort, fake friend quotes
Witcher, Modern AU, Biker AU, Hurt/Comfort, Emotional Hurt/Comfort, Hurt Jaskier, Disabled Jaskier, Major Character Injury, Implied/Referenced Domestic Violence, Implied/Referenced Abuse, Past Jaskier/Valdo Marx, Trials, Angst With a Happy Ending, Geraskier, Found Family, Fluff, Angst, Take Me Back (To the Night We Met), To the Night We Met
whump, whump gif, hurt/comfort, hurt/comfort gif, general hospital, gunshot wound, shot, injury, whumpblr, pretty man hurty, shit quality but oh well idc, fever, infection, caretaking, caretaker, male whump, whumpy goodness, You can watch it on youtube just by searching: GH Dex and Josslyn, :)
cw injury, cw acid burn, hurt/comfort, httyd, httyd changewing, httyd oc, httyd zephyr, ouchies, httyd rtte, how to train your dragon, changewing, my art
rumbelle, drama, angst, hurt/comfort, Emotional Hurt/Comfort, implied torture, implied human trafficking, implied noncon, implied drug use, eventual smut, eventual romance, MCD, MAJOR CHARACTER DEATH, disparate pathways, i will always write jefferson
dean's a good dad, he loves Bee, depression, self-deprecating dean winchester, hurt/comfort, adoption, spiraling, dean/cas, destiel, destiel fic, destiel ficlet, spn, supernatural, dean, cas
hurt/comfort, castiel is saved from the empty, first kiss, Castiel/Dean first kiss, scars, human cas, love confessions, chuck is an asshole, catatonic cas, scared cas, hugs, mutual pining, sad with a happy ending, tattoos, ptsd, destiel, spn, supernatural, destiel fic, destiel ficlet
Alternate universe- canon divergence, fix-it, Chrissy Cunningham lives, angst, hurt/comfort, mutual crushes, it's pretty adorable, two peas in a pod, they just get each other, flirting, smut, Chrissy POV, one-shot, Status: Completed, eddie munson, eddissy, eddie and chrissy, eddie x chrissy, hellcheer, chrissy deserved better, munningham, eddsy, stranger things, chreddie, chrissy cunningham
The Golden Bird, New Chapter, original slash, hurt/comfort, whump
Alternate universe- no vecna, hurt/comfort, fluff, Eddie is a sweetheart, mutual crush, Eddie POV, one-shot, Status: Completed, eddie munson, eddissy, eddie and chrissy, eddie x chrissy, chrissy deserved better, hellcheer, munningham, stranger things, eddsy, chreddie, chrissy cunningham
hurt/comfort, whump tropes, whump prompts, whump prompt, caretaking prompts, caretaking prompt
eddie munson x shy!reader, eddie munson x singlemom!reader, eddie munson, eddie munson smut, hurt/comfort, dad eddie munson, dad!eddie x mom!reader, dad!eddie munson, singlemom!reader, eddie munson fluff, eddie munson x reader, eddie munson x female character, eddie munson x fem!reader smut, eddie munson x you, eddie munson hurt/comfort
confession, poetry, hurt/comfort, im hurtin, childhood trauma, trauma
fred weasley x reader, reader insert, fluff, hurt/comfort, angst with a happy ending, fanfic
lifelessons, listen, health & fitness, hurt/comfort, moving on, love, peace
ofmd, hurt/comfort
justaduckarts, star holder au, star holder, hurt/comfort, made myself tear up oof, tw blood, eclipse x reader, deity au
anne of green gables, anne of the island, hurt/comfort, gingerbread, shirbert, anne shirley/gilbert blythe, this is the prompt fill that doesn't know when to quit, fruitloopsforlife, romance, a little angst this time, still pretty fluffy, aogg, the famous blythe gingerbread
quotes, hurt/comfort, hmmmm, love life
gumball, darwin, hurt/comfort, fanfiction
kotlc secret santa 2022, my writing, angst, hurt/comfort, dadwin, elwin heslege, keefe heslege, look at me writing, canon compliant, based on that one tumblr prompt
whump, whumpee, caretaker, hurt/comfort, whumpee x caretaker, whump thoughts, whump dialogue, whump scenario, whump writing
eddie munson x reader, eddie munson imagine, stranger things imagine, sickfic, hurt/comfort, eddie munson fluff
alternate universe- no vecna, angst, hurt/comfort, found family, fluff, smut, mutual pining, Chrissy deserves BETTER, only child Chrissy, and there was only ONE bed, we love  Wayne in this house, alternating POV, multiple chapters, Status: WIP, eddie munson, eddissy, eddie and chrissy, eddie x chrissy, hellcheer, chrissy deserved better, munningham, eddsy, stranger things, chreddie, chrissy cunningham
emotional whump, heartbeat, hurt/comfort, writing
Alternate universe-no vecna, mutual pining, hurt/comfort, angst, fluff, Eddie helping Chrissy, self-esteem issues, overthinking, alternating POV, one-shot, part of a series, Status: completed, eddie munson, eddissy, eddie and chrissy, eddie x chrissy, hellcheer, chrissy deserved better, munningham, eddsy, stranger things, chreddie, chrissy cunningham, cheating
the drifter x reader, the drifter destiny, destiny 2 headcanons, grown men crying, hurt/comfort
ao3, fanfiction, found family, hurt/comfort
hurt/comfort, helsinki, tallinn, shitpost, shit post, trying to be funny, stupid humor
i'm saying stuff, character inspiration, creative writing, hurt/comfort
terzo x reader, the band ghost fanfiction, prime mover, hurt/comfort
